gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000160191	76935.26550261695	3.0723095527108546	0.15539766126576374	19.770629285446827	5.330691222870067e-87	1.2207282900372453e-84
ENSG00000154734	22865.047625483316	3.44234308602675	0.17951677287680926	19.175606996840386	5.917381810039e-82	6.775402172494654e-80
ENSG00000154723	7343.865904185277	2.5826399498716217	0.1640207509464094	15.74581225222807	7.3382777029490455e-56	5.601551979917771e-54
ENSG00000180509	30230.42552958334	2.944144839460146	0.20018603019918152	14.707044425281696	5.808966871273561e-49	3.3256335338041136e-47
ENSG00000183145	9994.645747257011	2.8914359273817913	0.24898551642012928	11.61286796498992	3.5452159257814374e-31	1.6237088940078983e-29
ENSG00000276289	11796.755348830677	2.8602369579565234	0.4649679178156593	6.151471635706466	7.676725704893546e-10	2.929950310701037e-8
ENSG00000277277	724.4981201012956	0.9286093301731602	0.26386958118521375	3.519198105375232	4.328533581793656e-4	0.014160488431867818
ENSG00000185437	2256.6575516416024	0.5151763722381617	0.19092207650026288	2.6983593604349485	0.0069682174335959895	0.1994652240366852
ENSG00000160188	1876.1672561310966	-0.5370906200252127	0.21925400388979693	-2.449627420693166	0.014300410194387603	0.34740768811564093
ENSG00000154719	1373.405338580856	-0.5881968993679144	0.24222782738940424	-2.428279631234656	0.015170641402429736	0.34740768811564093
ENSG00000157557	3474.1765327732624	-0.4904364903317304	0.21026251943748356	-2.332496022799488	0.019674611903723313	0.3822390901678097
ENSG00000160207	885.4105263770101	0.6334508097502914	0.2743865316470524	2.3086075178249232	0.020965370398294925	0.3822390901678097
ENSG00000177692	2181.320374918232	0.45985566825913016	0.2003210780535612	2.2955930186047393	0.021699162323936795	0.3822390901678097
ENSG00000205929	1354.5935444080876	0.47333238096462193	0.23703379901103433	1.9968982606678278	0.045836236188340714	0.7025496078396151
ENSG00000186930	103.42903434481406	-1.1263618868939755	0.5645292430026327	-1.9952232782540242	0.0460185332646036	0.7025496078396151
