gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000205758	8250.677212751587	0.101177022508145	0.14807126086756106	0.6832995269665494	0.4944175930286066	0.983620839745981
ENSG00000160179	9340.076718700202	-0.1052588491175606	0.1542162843196568	-0.6825404306809902	0.49489728655514265	0.983620839745981
ENSG00000160185	4836.079969314327	-0.112220101817731	0.16730773825296213	-0.670740654255089	0.5023857593276442	0.983620839745981
ENSG00000206104	104.19089979871443	-0.4094017790466379	0.6141789612426823	-0.6665838540256832	0.5050379852203029	0.983620839745981
ENSG00000159131	9118.68977227152	-0.107979834711978	0.16704577489184927	-0.6464086552436754	0.5180147365574508	0.983620839745981
ENSG00000160182	170.9152617643391	-0.3030506381405704	0.47382032726233664	-0.639589778453685	0.5224393294798512	0.983620839745981
ENSG00000142166	2447.8661240190622	-0.19954621563028033	0.31345580372448667	-0.6366008006847189	0.5243849035262189	0.983620839745981
ENSG00000180530	7971.160250867189	-0.11756568781427941	0.18510460681629234	-0.6351310744575788	0.5253429317808118	0.983620839745981
ENSG00000160208	3118.1231479574594	0.13110079371695535	0.21397775756656948	0.6126842117044304	0.5400851639654692	0.983620839745981
ENSG00000156253	3574.75009912071	-0.1022573126374052	0.16707631195991957	-0.612039561071566	0.540511583469155	0.983620839745981
ENSG00000154642	3501.2208111416235	0.10508342927619638	0.17356193611940438	0.6054520456830048	0.5448786784877313	0.983620839745981
ENSG00000184032	112.86915159371412	0.31257770727947487	0.5233488657881784	0.5972645164879146	0.5503307909424706	0.983620839745981
ENSG00000278961	1614.6481997971916	-0.13520433998210252	0.2280918687174525	-0.5927626475347357	0.5533400086705146	0.983620839745981
ENSG00000160305	13753.367733944717	-0.0957035625150278	0.16197856670575148	-0.5908409023576673	0.5546270262612583	0.983620839745981
ENSG00000205927	2300.0408830414417	-0.13119215632127312	0.22261931238779947	-0.589311659056508	0.55565222513196455	0.983620839745981
ENSG00000160299	9010.287898290237	-0.08406918223040999	0.1445695875440905	-0.5815136064130415	0.5608943506437188	0.983620839745981
ENSG00000183255	3210.7041005031497	-0.10697692715822549	0.1848155403756981	-0.5788308003794478	0.562703346344505	0.983620839745981
ENSG00000265590	597.5806967555039	-0.18569154296268664	0.3378752772831571	-0.5495860616255372	0.5826033211337327	0.983620839745981
ENSG00000157617	9990.275835573439	-0.10856537118997603	0.1979385216326904	-0.548480256872071	0.5833621820687958	0.983620839745981
ENSG00000160201	6495.7457575719545	-0.08852163060912104	0.163111506753577	-0.5427062282175857	0.5873320853122268	0.983620839745981
ENSG00000205726	25206.078693844254	0.07689425214730926	0.14185664466353484	0.5420560477071217	0.5877798957523988	0.983620839745981
ENSG00000206106	77.55018851433911	-0.30443765899858616	0.5799906150008555	-0.5249010089553554	0.5996520079863518	0.983620839745981
ENSG00000159110	5278.820281402708	-0.09430093543836958	0.18003704791899322	-0.5237862791484996	0.6004271977146693	0.983620839745981
ENSG00000157538	7568.6576369407685	0.07642159677038916	0.14775256151611837	0.517226882473048	0.6049977882589787	0.983620839745981
ENSG00000241945	2875.6959892717578	-0.09685566092114685	0.19065916249145476	-0.5080042294085283	0.6114503771433717	0.983620839745981
ENSG00000274749	261.9854455908477	-0.2344967965790698	0.4676337738099329	-0.5014539362043164	0.6160516887933929	0.983620839745981
ENSG00000160202	1377.0416870704792	-0.12490022198994462	0.2503455570467863	-0.4989112787274368	0.6178418880134766	0.983620839745981
ENSG00000274276	5659.700298554002	-0.08338657297173853	0.16769005225755623	-0.49726606825588293	0.619001436532352	0.983620839745981
ENSG00000187026	151.04531909019576	0.26322576554036253	0.5295261420823671	0.49709682793983395	0.6191207714105689	0.983620839745981
ENSG00000244624	100.68366462149392	0.29102132694301	0.5861430280423686	0.4965022409547007	0.6195401066815782	0.983620839745981
ENSG00000142207	2979.2857415095714	0.11871746430812553	0.24137932414277458	0.4918294668763957	0.6228399036125932	0.983620839745981
ENSG00000186970	207.18120729882338	-0.2095135347806129	0.42618153835971784	-0.49160631309133185	0.6229976796522628	0.983620839745981
ENSG00000160194	3077.6265797391234	-0.10705914200277987	0.22548024134180664	-0.4748049823154499	0.6349259814517042	0.983620839745981
ENSG00000231068	92.11584571912644	-0.2905698269343896	0.6364361401825369	-0.45655771033218034	0.6479889815346773	0.983620839745981
ENSG00000198390	202.2219087868726	0.189717849271388	0.4186936525095947	0.45311852265790065	0.650463398262377	0.983620839745981
ENSG00000160190	4047.5101883002744	0.0953814957109509	0.21157774408856544	0.45081062813026623	0.6521260406408289	0.983620839745981
ENSG00000159261	2807.8763783386053	0.09054229855014886	0.20287182152476158	0.44630298022486925	0.6553784037951624	0.983620839745981
ENSG00000186930	125.04868681701994	-0.2368691089846428	0.5346137506022209	-0.4430658746016526	0.6577180875704378	0.983620839745981
ENSG00000186925	108.5246513429504	0.2338829737927138	0.529484330494199	0.4417184047248708	0.6586929897443654	0.983620839745981
ENSG00000166351	1236.3502910316545	-0.11425305556523019	0.2587166905840546	-0.4416145526108237	0.6587681514535315	0.983620839745981
ENSG00000183067	1148.046855551403	0.1133858057459527	0.25740500528641147	0.44049573014242543	0.6595781041367578	0.983620839745981
ENSG00000212933	167.1164345908447	0.25985535494094725	0.5928278714695349	0.43833187919590094	0.6611457197135234	0.983620839745981
ENSG00000159140	16606.633183657465	0.06264511342662947	0.143397619924971	0.43686299297998715	0.6622107116779503	0.983620839745981
ENSG00000187766	332.4954417382258	0.2155470347541215	0.5054925457535964	0.4264099175444428	0.6698091759941456	0.983620839745981
ENSG00000186971	230.80981161752777	0.17602079732117262	0.4134702724833105	0.42571572622135156	0.6703150013539703	0.983620839745981
ENSG00000157557	3328.995776808621	-0.1037481191629892	0.24642580602686978	-0.42101158492985397	0.6737466223555455	0.983620839745981
ENSG00000187005	182.70747335270138	0.20552293088241866	0.492694574971421	0.4171406411250624	0.6765755397516615	0.983620839745981
ENSG00000276289	2772.555780889894	-0.07745623642461442	0.19171498725490443	-0.4040176385460597	0.6861997485963811	0.983620839745981
ENSG00000142197	4448.481128783599	0.0702107238616768	0.1745363319560659	0.40226996336413307	0.6874853575705151	0.983620839745981
ENSG00000232263	117.78021303332616	-0.20492422473941255	0.5096985350836252	-0.4020498601311284	0.6876473320883554	0.983620839745981
ENSG00000157540	22886.154340857058	-0.05816707384991941	0.14580797914949592	-0.3989292917247081	0.6899453053026087	0.983620839745981
ENSG00000142188	4106.47674305155	0.06394478150186134	0.16303875958755762	0.39220601078923634	0.6949060032453465	0.983620839745981
ENSG00000241837	2393.8627359818684	0.09076796090455064	0.23183111717451715	0.39152621964989537	0.6954083118634494	0.983620839745981
ENSG00000183036	823.4380769505718	-0.11364702935762029	0.29119360031453956	-0.39027996918497454	0.6963295335158673	0.983620839745981
ENSG00000156273	6085.504249334297	0.06716772180441259	0.17218141440890344	0.39009855991134995	0.6964636676733027	0.983620839745981
ENSG00000160180	917.639265575438	0.09371803978963435	0.24367922815303042	0.38459593170895745	0.7005368087441948	0.983620839745981
ENSG00000156261	4555.161306748594	-0.0677838642720981	0.18146092328139318	-0.37354524074026124	0.7087426807208967	0.983620839745981
ENSG00000243927	3142.6060154290435	-0.06211265869763564	0.167592918616186	-0.3706162480521229	0.7109233784191862	0.983620839745981
ENSG00000170262	1184.8972432762434	-0.08246099451766552	0.23293549313306003	-0.3540078560314603	0.7233329957394823	0.983620839745981
ENSG00000159231	292.577278845283	-0.14070012761466152	0.3976517301913945	-0.35382752527429184	0.723468144011205	0.983620839745981
ENSG00000160193	3159.361342069788	-0.06477522960778037	0.18717655227381194	-0.3460648720199936	0.7292939622691104	0.983620839745981
ENSG00000276076	1028.1062249621925	0.08707653820967468	0.2551545862948105	0.3412697356302456	0.7329005292558664	0.983620839745981
ENSG00000249624	2192.818313172205	0.07936422236151439	0.23498036382218168	0.33774831679796113	0.7355528605490536	0.983620839745981
ENSG00000160256	1164.5327740133714	-0.07693783819801493	0.23020314433351516	-0.3342171472972952	0.738215705569329	0.983620839745981
ENSG00000154646	1733.5382337131857	0.07427856998318394	0.22575567761522503	0.3290219354296079	0.7421391081910866	0.983620839745981
ENSG00000159212	2586.688093463791	-0.09031666712170909	0.28076828860695424	-0.32167688014134255	0.7476974946213065	0.983620839745981
ENSG00000197683	338.93993882601296	0.12067417766361418	0.38613498480377545	0.3125181151998903	0.754646798060897	0.983620839745981
ENSG00000182093	9950.289491948573	-0.05570335447322641	0.17826437332124875	-0.31247609062548837	0.7546787309338604	0.983620839745981
ENSG00000205439	103.78056515768654	-0.18535534053173075	0.5986065082064982	-0.30964471316404346	0.7568311500664795	0.983620839745981
ENSG00000159228	1998.4880168567427	-0.07420299881600431	0.2425080954372427	-0.3059815330379636	0.7596187063804156	0.983620839745981
ENSG00000275895	7618.42246670077	0.04620178160983063	0.16125456550340367	0.2865145645061158	0.7744840399736777	0.983620839745981
ENSG00000177398	11610.597058197262	-0.04857439670238865	0.16981121151818485	-0.2860494090355565	0.7748402788996462	0.983620839745981
ENSG00000160298	6656.376563571942	0.050017425075573586	0.17610806156285913	0.2840155335973681	0.7763984765329814	0.983620839745981
ENSG00000275993	1763.4969359980582	0.09084615974008868	0.32673334256908754	0.27804373751931766	0.7809787842523397	0.983620839745981
ENSG00000159055	764.0753543018009	-0.06915687269838143	0.25465567421653373	-0.2715701227202082	0.785952574937532	0.983620839745981
ENSG00000243489	332.9930614069208	0.08122749749621709	0.3080050830443747	0.26372128892598357	0.7919946899119368	0.983620839745981
ENSG00000171587	6597.031775942594	0.06045045727753631	0.23097990302946544	0.2617130602476044	0.7935426707754218	0.983620839745981
ENSG00000183640	227.8505211230977	0.12390094847135051	0.48113507164687197	0.2575180147380471	0.7967789103746408	0.983620839745981
ENSG00000188155	426.5216427812373	0.1048468007439655	0.4075764912698744	0.2572444755518095	0.7969900523930908	0.983620839745981
ENSG00000155304	1528.2095065736887	0.06403568707030782	0.2513760813600529	0.25474057326316474	0.7989234768242466	0.983620839745981
ENSG00000160310	8954.428264868084	-0.04716650686896753	0.19191626232145678	-0.24576607682138138	0.80586331852324955	0.98435767329219
ENSG00000274391	3157.4001787475513	-0.051857506512425794	0.21353419655570016	-0.2428534040396608	0.8081189632267761	0.98435767329219
ENSG00000160188	1849.931288980468	-0.05639313050653791	0.24176702934692898	-0.233254015896499	0.8155641637697684	0.9879430943432276
ENSG00000188992	1774.3696300854538	0.04788991457381006	0.2144973956328414	0.22326571580283422	0.8233287086347826	0.9879430943432276
ENSG00000160207	1140.2777170926315	-0.07510160629872728	0.3381154984525958	-0.2221182011544396	0.8242218692708944	0.9879430943432276
ENSG00000175894	4869.216847221902	-0.03745703483321767	0.17454423004738476	-0.21459910088720172	0.8300798949923843	0.9879430943432276
ENSG00000160224	3654.027122544124	-0.04569801658281767	0.21624465651669603	-0.21132552969829974	0.8326332629180914	0.9879430943432276
ENSG00000280071	3090.9251140185734	-0.036155929026750556	0.18627492557632436	-0.19409981732584836	0.8460977246598462	0.9950284523125456
ENSG00000155313	7533.707034504094	-0.03077211608293223	0.18049374669640914	-0.17048854404186642	0.8646259430060534	0.9950284523125456
ENSG00000183570	7070.602072966147	0.025109500778096237	0.1488438818252251	0.16869689550007988	0.8660350608150984	0.9950284523125456
ENSG00000154719	1162.373077667994	0.04054740407738887	0.24127679860190182	0.1680534734891383	0.8665412114658795	0.9950284523125456
ENSG00000160183	7266.079106903086	0.029235815123570038	0.17417321233240945	0.1678548310159975	0.8666974854755365	0.9950284523125456
ENSG00000185808	5102.292006512215	-0.02879433364782276	0.18419063347168782	-0.1563289788687804	0.8757737153100618	0.9950284523125456
ENSG00000274559	295.8471652690786	-0.05352027089925118	0.3708998310613002	-0.14429845046331569	0.8852648018541576	0.9950284523125456
ENSG00000159147	6294.546861470878	-0.020342832608097508	0.1629344913403366	-0.12485283159356063	0.9006400610142111	0.9950284523125456
ENSG00000159216	12499.692963827538	0.020667151788877146	0.16640425544476403	0.12419845714665252	0.9011581438002718	0.9950284523125456
ENSG00000154723	1910.5404240391595	0.023994332439491797	0.21034522154209012	0.1140712028710884	0.9091813499676041	0.9950284523125456
ENSG00000154645	5057.035807148679	0.02178945906617278	0.19331190683823113	0.11271659062577462	0.9102552476583431	0.9950284523125456
ENSG00000182362	2088.361131093501	0.020017944671089687	0.1923193239353081	0.10408701664229682	0.9171002941082691	0.9950284523125456
ENSG00000159200	10097.651027730211	-0.01399154358621745	0.14580629759124925	-0.09595980295337511	0.9235524977775987	0.9950284523125456
ENSG00000183844	2316.784910134284	-0.017078643225328795	0.20033931396873308	-0.085248585946512	0.9320637651329647	0.9950284523125456
ENSG00000186967	120.43252324786205	0.049089189138519375	0.576726085576302	0.0851169911786915	0.9321683823202792	0.9950284523125456
ENSG00000240432	237.6730148571248	-0.030743976646046636	0.49064613753649794	-0.06266018275494865	0.950037104613597	0.9950284523125456
ENSG00000160223	6151.3457653134365	0.01172197337995851	0.19886497858160987	0.058944382583422376	0.9529964072943207	0.9950284523125456
ENSG00000173638	6130.469165510279	-0.009975746289414495	0.17108128029992475	-0.05830998150075735	0.9535017169567721	0.9950284523125456
ENSG00000182591	347.96659359283797	-0.025030324420310703	0.4965346754990845	-0.050410023016321755	0.9597956493307	0.9950284523125456
ENSG00000159256	5086.758196975142	-0.008275458923630559	0.1691843062404726	-0.04891386859410065	0.9609879365525196	0.9950284523125456
ENSG00000157601	8048.970832599286	-0.007485437876973308	0.16512235778168474	-0.04533267316149956	0.9638421447827604	0.9950284523125456
ENSG00000206105	76.8527934945145	0.02631517620520675	0.6156933407302823	0.0427407192255709	0.9659082199631173	0.9950284523125456
ENSG00000160181	592.3763955420903	-0.010757845548747506	0.25500108007288264	-0.04218745091461092	0.9663492663743624	0.9950284523125456
ENSG00000185917	9663.589748509166	-0.00537219406553966	0.14852763138961603	-0.0361696609262379	0.9711470772269083	0.9950284523125456
ENSG00000221864	258.37605939825437	-0.0161085048295474	0.4824589134124143	-0.033388345373521096	0.9733649035269064	0.9950284523125456
ENSG00000160199	5900.209443217234	0.005136861063720411	0.16521413260087986	0.031092140743975642	0.975196057418702	0.9950284523125456
ENSG00000156304	5676.5541486501	-0.005066559032671505	0.1692555730871803	-0.02993437049226035	0.9761193944353769	0.9950284523125456
ENSG00000187175	210.51031357573905	-0.014081511196763067	0.4813882162048889	-0.02925188179257317	0.9766637032289703	0.9950284523125456
ENSG00000198743	4395.217219162821	-0.015315107743874358	0.5313514561753707	-0.028822933608032984	0.9770058101024661	0.9950284523125456
ENSG00000154654	4964.625427475941	0.0037413681997984097	0.22132993934102477	0.01690403119857055	0.9865131767959618	0.9950284523125456
ENSG00000185272	2696.819323074506	0.002562049486684736	0.18959046231653862	0.013513599024866348	0.9892180361404707	0.9950284523125456
ENSG00000184012	4756.075467645596	0.0023915832087951336	0.1815717848197094	0.013171557525690688	0.989490921479282	0.9950284523125456
ENSG00000277117	2786.762390933544	0.002749878720238294	0.2260884885884513	0.012162842687864113	0.990295694871782	0.9950284523125456
